"titre_clean","auteurs","annee_extrait","type_doc_std","mots_cles","methode_instruments","methode_analyse"
"the genetic-environmental etiology of parents perceptions and self-assessed behaviours toward their 5-months-old infants in a large twin and singleton sample","Boivin, Michel / Pérusse, Daniel / Dionne, Ginette / Saysset, Valérie / Zoccolillo, Mark / Tarabulsy, George. M. / Tremblay, Nathalie / Tremblay, Richard E.",2005,"Article","parentage / parent | parents / enfance / jumeau | jumelle / comportement / perception / nourrisson","- Short version of the Zygosity Questionnaire for Young Twins (Goldsmith, 1991)- The Parental Cognitions and Conduct Toward the Infant Scale (PACOTIS)- 13-item abridged version of the Depression Scale (CES-D, Radloff, 1977)- Infant Characteristics Questionnaire (ICQ, Bates, Freeland, & Lounsbury, 1979)","Analyse statistique"
"impact de programmes dactivités de lecture interactives sur le développement cognitif et langagier denfants âgés de 0 à 5 ans : les programmes ali1","Verreault, Martine / Malcuit, Gérard / Pomerleau, Andrée",2005,"Article","lecture / programme / parent | parents / enfant / âge préscolaire / nourrisson / langage / développement cognitif","- « Jusqu’à l’âge de 42 mois et 15 jours, chaque enfant est évalué à l’aide de l’échelle mentale du Bayley (Bayley, 1993) avant le début des programmes et six mois plus tard. L’échelle mentale du Bayley donne des résultats normalisés de développement (Index de Développement Mental : IDM). En plus de l’IDM, nous calculons trois autres résultats. Nous obtenons ces résultats en regroupant, dans trois sous-échelles, tous les items de l’échelle mentale selon qu’ils évaluent plus spécifiquement le langage expressif, le langage réceptif ou les habiletés non verbales. Les trois résultats se calculent selon le rapport d’items réussis cumulés par l’enfant sur le nombre total d’items cumulés de la sous-échelle en question. » (p. 192)- « À partir de 42 mois et 16 jours, l’Échelle d’Intelligence Stanford-Binet (Thorndike, Hagen, & Sattler, 1986) sert à évaluer les enfants. Comme le Bayley, elle est administrée avant le début du programme et 6 mois plus tard. Cette mesure évaluative offre un résultat normalisé de quotient intellectuel (QI). La cotation de l’échelle pour les enfants de deux à six ans permet d’établir un résultat normalisé en distribuant les huit sous-tests en deux facteurs : compréhension verbale et raisonnement non verbal/visualisation. » (p. 192)- « Les adultes remplissent des journaux hebdomadaires pendant trois semaines à partir de chacune des formations jusqu’à la visite de consolidation. Ces journaux, sous forme de calendrier, colligent l’information sur la fréquence des activités ALI et leur durée. De plus, des appels téléphoniques mensuels permettent d’examiner avec l’adulte l’application des techniques et de recueillir l’information sur la fréquence et la durée des sessions. Une grille de suivi compile ces informations. » (p. 192)- Questionnaire sociodémographique : « âge des parents, niveau de scolarité et revenu, statut civil, type de milieu de garde et durée de fréquentation. » (p. 193)","Analyse statistique"
"neglectful behavior by parents in the life history of university students in 17 countries and its relations to violence against dating partners","Straus, Murray A. / Savage, Sarah A.",2005,"Article","négligence / parent | parents / étudiant | étudiante / université / relation / violence","« - Measure of Neglectful Behavior: Neglectful behavior was measured by the short form of the Adult-Recall version of the Multidimensional Neglectful Behavior Scale (Straus, Kinard, & Williams, 1995). This version of the scale asks adolescents or adults if their parents engaged in each of a list of neglectful behaviors.-Measures of Violence Against a Dating Partner: The revised Conflict Tactics Scales (CTS2). Physical assault and injury were measured by the CTS2 (Straus, Hamby, Boney-McCoy, & Sugarman, 1996). » (p. 128-129)Des caractéristiques personnelles ont aussi été prises en compte : le genre, l’âge, la durée des relations, ainsi que la désirabilité sociale.","Analyse statistique"
"familial overlap between bipolar disorder and psychotic symptoms in a canadian cohort","Rende, Richard / Hodgins, Sheilagh / Palmour, Roberta M. / Faucher, Brigitte / Allaire, Jean-François",2005,"Article","schizophrénie / symptôme / proche / trouble / bipolarité","Family Interview for Genetic Studies (FIGS)","Analyse statistique"
"plus lenvironnement se complexifie, plus ladaptation des enfants nécessite lengagement direct du père","Paquette, Daniel",2005,"Autre","environnement / adaptation / enfant / père / paternité / engagement / structure familiale",NA,"Essai"
"concomitance de violence conjugale et de mauvais traitements envers les enfants : représentations des intervenants et défis de collaboration pour loffre dune aide cohérente","Lessard, Geneviève",2005,"Thèse/Mémoire","violence conjugale / maltraitance / enfant / représentation / intervention / aide / collaboration","- Guide d’entrevue semi-structurée;- « Un questionnaire sur les caractéristiques des répondants-es [...]. » (p. iii)","Analyse de contenu"
"stability of attachment during the preschool period","Moss, Ellen / Cyr, Chantal / Bureau, Jean-Francois / Tarabulsy, George M. / Dubois-Comtois, Karine",2005,"Article","attachement / stabilité / âge préscolaire / relation","- The Dyadic Adjustment Scale (Spanier, 1989);- Beck Depression Inventory (BDI) (Beck, Brown, & Steer, 1996);- Family Risk Index (Parent, Gosselin, & Moss, 2000);- Life Experiences Survey (Sarason, Johnson, & Siegel, 1978).","Analyse statistique"
"understanding the outcome of a psychoeducative group program for caregivers of demented persons living at home: a process evaluation","Lavoie, Jean-Pierre / Ducharme, Francine / Lévesque, Louise / Hébert, Réjean / Vézina, Jean / Gendron, Carole / Préville, Michel / St-Laurent, C. / Voyer, Louis",2005,"Article","programme / psychoéducation / intervention / démence / proche aidant | proche aidante / évaluation / stratégie / soutien social","« The primary outcome measure was the Revised Memory and Behaviour Problem Checklist (Teri et al., 1992), which measures the frequency of behavioural and memory problems of persons with dementia as well as caregivers’ reactions to these problems. A number of secondary outcome measures were also included: the desire to institutionalise, the Zarit Burden Interview (Zarit, Orr & Zarit, 1985), the Spielberger State-Trait Anxiety Inventory (Spielberger, 1988), the Bradburn Revised Affect Scale (Bradburn, 1969), the Inventory of Socially Supportive Behaviours (Krause & Markides, 1990), self-efficacy (Bandura, 1977), and the short 14-item Ilfeld Psychiatric Symptoms Index (Préville et al., 1992). » (p. 27)","Analyse de contenu"
"a longitudinal study of the relationship of maternal autonomy support to childrens adjustment and achievement in school","Joussemet, Mireille / Koestner, Richard / Lekes, Natasha / Landry, Renée",2005,"Article","autonomie / mère / soutien / enfant / ajustement / réussite scolaire / pratique parentale / lecture","- Guide d’entretien avec la mère, comprenant des informations sociodémographiques, ainsi que des questions sur l’utilisation de récompenses, de félicitations, l’investissement dans la réussite scolaire et le support à l’autonomie, lorsque les enfants avaient 5 ans;- Enseignants ont été interrogés sur l’ajustement scolaire et académique des enfants, à 5 ans et à 8 ans;- Kuhlmann-Anderson Intelligence Test (form C) a été utilisé comme indicateur de quotient intellectuel, à 8 ans;- Stanford Achievement Test, Elementary Battery, Form J, a été utilisé pour évaluer la réussite scolaire par les mathématiques et la lecture, à 8 ans.","Analyse statistique"
"le maintien de lexercice du rôle paternel après une rupture conjugale : obstacles et facilitateurs","Gaudet, Judith / Devault, Annie / Bouchard, Camil",2005,"Article","père / divorce / séparation / rupture / désengagement / engagement",NA,"Analyse de contenu"
"taking care of myself: efficacy of an intervention programme for caregivers of a relative with dementia living in a long-term care setting","Ducharme, Francine / Lévesque, Louise / Lachance, Lise / Giroux, Francine / Legault, Alain / Préville, Michel",2005,"Article","proche aidant | proche aidante / fille / soin / santé / détresse psychologique / stress / coping / alzheimer","- Psychological Distress Index;- Scale developed by Pearlin et al. (1990) to assess role overlead;- Stress Appraisal Measure (SAM);- Carers’ Assessment of Managing Index (CAMI);- The Instrument developed by Koren, DeChillo, and Friesen (1992) to assess controle in relation with health care.","Analyse statistique et analyse de contenu"
"pratiques parentales et comportements délinquants auprès dadolescents haïtiens et québécois vivant à montréal","Clermont, Marjory",2005,"Thèse/Mémoire","antilles / pratique parentale / adolescent | adolescente / délinquance / comparaison / montréal","- Questionnaire réalisé par l’équipe de Michel Claes à l’Université de Montréal;- Questionnaire de délinquance autorévélée qui s’inspire du questionnaire de Fréchette et Leblanc (1979).","Analyse statistique"
"mère, travailleuse et conjointe : la subjectivité du soi dans la genèse du bien-être psychologique et des comportements coercitifs réactifs maternels","Bélanger, Bianca",2005,"Thèse/Mémoire","mère / travail / conjoint | conjointe / bien-être / comportement / maternité","- Adaptation française de The Pie de Cowan et Cowan (1990);- Inclusion of Other in Self Scale (IOS) de Aron et al. (1992);- Étude longitudinale du développement des enfants du Québec (ELDEQ, 1999);- Dyadic adjustment scale (Spanier, 1976);- Edinburgh Postnatal Depression Scale (EPDS) de Cox, Holden et Sagovsky (1987);- Version abrégée de The Affect Balance Scale (ABS; Derogatis, 1975);- Perceived Stress Scale — Short form de Cohen, Kamarck et Mermelstein (1983);- Échelle de satisfaction de vie (ESV) de Diener, Emmons, Larsen et Griffin (1985);- Échelle des cognitions et des conduites parentales à l’égard du nourrisson (PACOTI) (Boivin et al., 1997);- Infant Characteristics Questionnaire (ICQ) de Bates, Freeland et Lounsbury.","Analyse statistique"
"determinants of objective and subjective success of men and women","Lortie-Lussier, Monique / Rinfret, Nathalie",2005,"Article","femme / homme / succès / marché du travail / conciliation famille-travail / revenu / éducation","Questionnaire","Analyse statistique"
"the early development of physical aggression in children","Tremblay, Richard E. / Nagin, Daniel S. / Séguin, Jean R. / Zoccolillo, Mark / Zelazo, Philip / Boivin, Michel / Pérusse, Daniel / Japel, Christa",2005,"Article","agression physique / enfant / développement / mère / socialisation / prédicteur / prévention / intervention","La procédure « included information on the nature and frequency of physical aggression. The mothers were then interviewed about their own school-age behavioural problems, as well as more recent factors such as smoking and drinking during pregnancy and current family conflicts. Mothers were asked to rate their infants’ temperament and describe their parenting habits. » (p. 3)","Analyse statistique"
